id,dttm,topic,text
126141580682854400,2011-10-18T03:44:31Z,apple,More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...
126141157146238960,2011-10-18T03:42:50Z,apple,My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple
126134865887363070,2011-10-18T03:17:50Z,apple,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps"""
126130171404230640,2011-10-18T02:59:10Z,apple,"Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone"
126125830094061570,2011-10-18T02:41:55Z,apple,"You know you've gone @Apple overboard when you misread a @Yelp review as ""iPad Thai."" #fb"
1.2612579974409421e+17,2011-10-18T02:41:48Z,apple,"Goodbye @Evernote, Welcome #NotesintheCloud thx @Apple"
126125182405447680,2011-10-18T02:39:21Z,apple,Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther
126124917992341500,2011-10-18T02:38:18Z,apple,"But @att is ""working"" with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I'm so glad Apple is not slinging that crap."
1.2612237277541581e+17,2011-10-18T02:28:11Z,apple,started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls
126118389591711740,2011-10-18T02:12:21Z,apple,"RememberiN wen @apple and @blackberry were just fruit
#nostalgia"
126113944891949040,2011-10-18T01:54:42Z,apple,@dyanna299 you mean like Muhaimin @apple.com?
126110863550717950,2011-10-18T01:42:27Z,apple,The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...
126110770864979970,2011-10-18T01:42:05Z,apple,One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...
126110374549405680,2011-10-18T01:40:30Z,apple,"Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh"
1.2610996991231181e+17,2011-10-18T01:38:54Z,apple,Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv
126107127231152130,2011-10-18T01:27:36Z,apple,"RT @fredbenenson: Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T"
126106914684796930,2011-10-18T01:26:46Z,apple,got the new @apple update
126105236229193730,2011-10-18T01:20:05Z,apple,"A brick n mortar @Google store? Coming soon to London, US next? Copying @Apple business model? http://t.co/l4VTHsv5"
126105175294357500,2011-10-18T01:19:51Z,apple,"Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T"
126104490511319040,2011-10-18T01:17:08Z,apple,If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?
126104322999197680,2011-10-18T01:16:29Z,apple,@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
126104244402126850,2011-10-18T01:16:09Z,apple,@Apple why no Macbook mirroring onto AppleTV via #Airplay?
126102037057388540,2011-10-18T01:07:23Z,apple,@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?
126098699196698620,2011-10-18T00:54:07Z,apple,@apple please bring back the old Siri app for us old school iPhone 3 users!
126095965391298560,2011-10-18T00:43:15Z,apple,"Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding."
126094392183357440,2011-10-18T00:37:00Z,apple,"Yeah, there's no @apple twitter account."
1.2609402901535539e+17,2011-10-18T00:35:33Z,apple,POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
1.2609402714051379e+17,2011-10-18T00:35:33Z,apple,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
126091878469869570,2011-10-18T00:27:01Z,apple,@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?
126089815136538620,2011-10-18T00:18:49Z,apple,Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
126089347639427070,2011-10-18T00:16:57Z,apple,I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
126087892580827120,2011-10-18T00:11:10Z,apple,@APPLE freaks is Siri available for Iphone 4 yet?
1.2608655341505741e+17,2011-10-18T00:05:51Z,apple,#Iphone5 can you please make The battery last longer thanks @Apple
126081812236738560,2011-10-17T23:47:01Z,apple,Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!
126079649959772160,2011-10-17T23:38:25Z,apple,U know the @apple company are giving out 500 iPads because Steve jobs past away
1.2607856534631219e+17,2011-10-17T23:34:07Z,apple,Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..
126073142107045890,2011-10-17T23:12:34Z,apple,"RT @shanmoorthy: Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas  ..."
126072051118260220,2011-10-17T23:08:13Z,apple,Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve
126071173640499200,2011-10-17T23:04:44Z,apple,"iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight"
126068964685135870,2011-10-17T22:55:58Z,apple,@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter
126066994008162300,2011-10-17T22:48:08Z,apple,"@FastCompany - The Great Tech War Of 2012: @Apple, @Facebook, @Google, and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks"
126066452787773440,2011-10-17T22:45:59Z,apple,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb
126065983138955260,2011-10-17T22:44:07Z,apple,@SteveJobs : @Twitter overwhelmed by reaction to @Apple founder's death - Telegraph http://t.co/tqF6pjf5
1.2606552968436941e+17,2011-10-17T22:42:19Z,apple,"@Apple please put the Tab button back in Pages for iPad. That hold my finger down, wait for the insert tab, then touch that for the tab. SMH"
126061182720278530,2011-10-17T22:25:02Z,apple,Apple shares hit new all-time intraday high: http://t.co/uY35rrRU #win @Apple
126057389333020670,2011-10-17T22:09:58Z,apple,RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!
126056940060155900,2011-10-17T22:08:11Z,apple,@RhiannaRaee hanging @apple in tacoma listening to the beatles!
126055880394420220,2011-10-17T22:03:58Z,apple,In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
1.2605499808062259e+17,2011-10-17T22:00:28Z,apple,"A must read article on @fastcompany about @Apple, @Facebook, @Google, and @Amazon technology war in 2012  http://t.co/nxc7Wo4S"
126054145617694720,2011-10-17T21:57:04Z,apple,@cnbcfastmomey what price should I sell @apple for
126052649475915760,2011-10-17T21:51:08Z,apple,"Hey @Apple, when did you hire @TheRock to tighten the screws on the bottom cases of your MacBook Pros?  #Ouch #NiceHire"
126051375422504960,2011-10-17T21:46:05Z,apple,#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6
126049560878526460,2011-10-17T21:38:51Z,apple,Hey @apple why is Siri not available for the Mac?
12604418581504e4,2011-10-17T21:17:30Z,apple,"New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!"
126044055644807170,2011-10-17T21:16:59Z,apple,waiting for Jacob @fairview @apple storeee
1.2604250671770419e+17,2011-10-17T21:10:50Z,apple,RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B
126041773356232700,2011-10-17T21:07:55Z,apple,#fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B
1.2604157087620301e+17,2011-10-17T21:07:06Z,apple,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps"
126040050441011200,2011-10-17T21:01:04Z,apple,iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.
126031463647944700,2011-10-17T20:26:57Z,apple,"@WIREDInsider beautiful, yes. though it simply reminds me of @apple's spinning wheel of death. clock, reinvented: http://t.co/tJcJAqfl"
126030091892432880,2011-10-17T20:21:30Z,apple,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz
126022527578406910,2011-10-17T19:51:26Z,apple,Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri
126021436149211120,2011-10-17T19:47:06Z,apple,@Apple sells record 4M #iPhone4S phones in first 3 days!
126019432194650110,2011-10-17T19:39:08Z,apple,@brady I am surprised @apple did not think of/anticipate that......
126018538531061760,2011-10-17T19:35:35Z,apple,#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple
126017643747606530,2011-10-17T19:32:02Z,apple,It's a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive
126016494701256700,2011-10-17T19:27:28Z,apple,RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ...
126016405085757440,2011-10-17T19:27:06Z,apple,The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple
126014643826208770,2011-10-17T19:20:06Z,apple,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
126014214467895280,2011-10-17T19:18:24Z,apple,@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.
126014102379302910,2011-10-17T19:17:57Z,apple,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
126013626426466300,2011-10-17T19:16:04Z,apple,Hall Pass had me rolling...... @Apple bee's lookin for nookie really
126012833128390640,2011-10-17T19:12:55Z,apple,"@hanrahan52 @apple Don't say things you can't take back, Joel."
1.2601251501978419e+17,2011-10-17T19:11:39Z,apple,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
126012034545496060,2011-10-17T19:09:44Z,apple,"@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!
BUT wait for it , drumroll . . . ."
126012004312956930,2011-10-17T19:09:37Z,apple,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple"
126011120694726640,2011-10-17T19:06:07Z,apple,"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty"
126010471202566140,2011-10-17T19:03:32Z,apple,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?
126009386022879230,2011-10-17T18:59:13Z,apple,Can this ho Siri update your tweets? cc: @apple @iPhone_News
126008776322064380,2011-10-17T18:56:48Z,apple,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
126007705600135170,2011-10-17T18:52:32Z,apple,"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job."
126006572420833280,2011-10-17T18:48:02Z,apple,"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit"
126006349959135230,2011-10-17T18:47:09Z,apple,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
126004552557273090,2011-10-17T18:40:01Z,apple,Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech
126003746135224320,2011-10-17T18:36:48Z,apple,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
126003567315255280,2011-10-17T18:36:06Z,apple,Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs
126001989309054960,2011-10-17T18:29:49Z,apple,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
1.2600175885300941e+17,2011-10-17T18:28:55Z,apple,Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC
126000843798491120,2011-10-17T18:25:16Z,apple,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!
1.2599902290851021e+17,2011-10-17T18:18:02Z,apple,"Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco"
1.2599873204612301e+17,2011-10-17T18:16:53Z,apple,@audrievv @apple You can still use  #MobileMe webhosting (with or without #iWeb) after converting to #iCloud.
125996412252078080,2011-10-17T18:07:40Z,apple,http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston
125996330500890620,2011-10-17T18:07:20Z,apple,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
125994997609803760,2011-10-17T18:02:02Z,apple,"RT @robertoafelipe: @apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
125994518989385730,2011-10-17T18:00:08Z,apple,"Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.

http://t.co/65HPp0tu"
125993702782025730,2011-10-17T17:56:54Z,apple,"@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
#content"
125993105722839040,2011-10-17T17:54:31Z,apple,@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?
125992838910586880,2011-10-17T17:53:28Z,apple,"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet"
125992594395250690,2011-10-17T17:52:29Z,apple,Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread
125991449455104e3,2011-10-17T17:47:57Z,apple,@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging
125990236743405570,2011-10-17T17:43:07Z,apple,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
1.2599021780194099e+17,2011-10-17T17:43:03Z,apple,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
125989605634879490,2011-10-17T17:40:37Z,apple,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
125989196132388860,2011-10-17T17:38:59Z,apple,Too bad I'm not an @Apple junkie. #icloud #apple #ios5
1.2598900909159219e+17,2011-10-17T17:38:15Z,apple,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
125988775548559360,2011-10-17T17:37:19Z,apple,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
125988651426512880,2011-10-17T17:36:49Z,apple,"@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
125984350989860860,2011-10-17T17:19:44Z,apple,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.
125983179877253120,2011-10-17T17:15:05Z,apple,"Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS"
125980918220464130,2011-10-17T17:06:06Z,apple,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
125980676653723650,2011-10-17T17:05:08Z,apple,@pkedrosky @apple I am just waiting for my conf email from iCloud.
125980615664336880,2011-10-17T17:04:54Z,apple,"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"
125979228452818940,2011-10-17T16:59:23Z,apple,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
125978290367381500,2011-10-17T16:55:39Z,apple,Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...
125975779447291900,2011-10-17T16:45:40Z,apple,Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
125974955983769600,2011-10-17T16:42:24Z,apple,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
125972882240188400,2011-10-17T16:34:10Z,apple,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
125969677997453310,2011-10-17T16:21:26Z,apple,"Over the weekend, @Apple sold more than 4,000,000 iPhones. That’s about 16 iPhones sold every second."
1.2596912851426099e+17,2011-10-17T16:19:15Z,apple,how do you sync gmail contacts with your iphone? help please! @apple @gmail
125967560171720700,2011-10-17T16:13:01Z,apple,"Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"
125967126912712700,2011-10-17T16:11:18Z,apple,YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
1.2596556965989581e+17,2011-10-17T16:05:06Z,apple,Going to the @apple store today to get this laptop situation figured out
125963773176582140,2011-10-17T15:57:58Z,apple,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
125962667541270530,2011-10-17T15:53:34Z,apple,Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
125962608519036930,2011-10-17T15:53:20Z,apple,"Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"
125961033348153340,2011-10-17T15:47:05Z,apple,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
125960438981734400,2011-10-17T15:44:43Z,apple,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
125958702455988220,2011-10-17T15:37:49Z,apple,This!!!!!! RT @DennieB_15 👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple
125958525708021760,2011-10-17T15:37:07Z,apple,👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple
125958117086347260,2011-10-17T15:35:29Z,apple,too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq
125957972466737150,2011-10-17T15:34:55Z,apple,@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PC… just incase *hides gun*
125957965109932030,2011-10-17T15:34:53Z,apple,@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone
125951303770845180,2011-10-17T15:08:25Z,apple,@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.
125950941349421040,2011-10-17T15:06:59Z,apple,Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...
125950505389273090,2011-10-17T15:05:15Z,apple,I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple
125950026181648380,2011-10-17T15:03:20Z,apple,So apparently that's not the correct @apple
125949784677810160,2011-10-17T15:02:23Z,apple,I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!
125948450620702720,2011-10-17T14:57:05Z,apple,#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!
125944856504827900,2011-10-17T14:42:48Z,apple,"Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after, over 4million iPhone 4S sold in 3days!?!"
125944293671182320,2011-10-17T14:40:34Z,apple,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1 ..."
125943115449253890,2011-10-17T14:35:53Z,apple,RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
125943078837161980,2011-10-17T14:35:44Z,apple,Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL
1.2594302076701901e+17,2011-10-17T14:35:30Z,apple,@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
125940398915977200,2011-10-17T14:25:05Z,apple,"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"
125940300987371520,2011-10-17T14:24:42Z,apple,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
125939862078619650,2011-10-17T14:22:57Z,apple,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
125939833775460350,2011-10-17T14:22:50Z,apple,Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza
125938918540574720,2011-10-17T14:19:12Z,apple,"OH: Sales guy @BestBuy: ""I'm not selling or using any @apple products during my mourning period over Job's passing."" hmmm.."
125938325151432700,2011-10-17T14:16:51Z,apple,"i wish my iPOD had a feature, when it's on the dock to scroll the artist, album, and song title in huge font across it... @Apple"
125936985796919280,2011-10-17T14:11:31Z,apple,"@Apple main office is #nowplaying  
A milli - Lil Wayne."
125936323273048060,2011-10-17T14:08:53Z,apple,@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson
125935636300570620,2011-10-17T14:06:10Z,apple,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
1.2593562705632461e+17,2011-10-17T14:06:07Z,apple,RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...
125935503752171520,2011-10-17T14:05:38Z,apple,"Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?"
125935314878476290,2011-10-17T14:04:53Z,apple,@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!
125933630613766140,2011-10-17T13:58:11Z,apple,Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
125932876721168380,2011-10-17T13:55:12Z,apple,@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings
125930342891790320,2011-10-17T13:45:08Z,apple,"@iancollinsuk @Apple what's incredible, is that people still buy into apple as world beater's.....not true anymore."
125930143066759170,2011-10-17T13:44:20Z,apple,@Apple very disappointed Hogwarts not choice on world clock on iPhone
125930002607906800,2011-10-17T13:43:46Z,apple,Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
125927540249473020,2011-10-17T13:33:59Z,apple,IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5
1.2592753684788019e+17,2011-10-17T13:33:59Z,apple,IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5
125927533614084080,2011-10-17T13:33:58Z,apple,IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5
125927530761953280,2011-10-17T13:33:57Z,apple,IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5
125927399010467840,2011-10-17T13:33:26Z,apple,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
125927174514540540,2011-10-17T13:32:32Z,apple,Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
1.2592703218504499e+17,2011-10-17T13:31:58Z,apple,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
125926624930693120,2011-10-17T13:30:21Z,apple,Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
125922989844856830,2011-10-17T13:15:54Z,apple,RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
125922500839342080,2011-10-17T13:13:58Z,apple,RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
125922174648324080,2011-10-17T13:12:40Z,apple,"#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a"
125921393350160380,2011-10-17T13:09:34Z,apple,iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
125920729194704880,2011-10-17T13:06:55Z,apple,Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920725595983870,2011-10-17T13:06:55Z,apple,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920721200361470,2011-10-17T13:06:54Z,apple,Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920717966544880,2011-10-17T13:06:53Z,apple,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920716297211900,2011-10-17T13:06:52Z,apple,@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device.
125919221845721090,2011-10-17T13:00:56Z,apple,"Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"
125918906215968770,2011-10-17T12:59:41Z,apple,Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales
125918450920062960,2011-10-17T12:57:52Z,apple,iPhone 4S 8MP camera : It´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
125918447979872240,2011-10-17T12:57:52Z,apple,iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
125918444762828800,2011-10-17T12:57:51Z,apple,iPhone 4S 8MP camera : It´s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
125918441013133310,2011-10-17T12:57:50Z,apple,iPhone 4S 8MP camera : It´s a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras
1.2591726426757939e+17,2011-10-17T12:53:09Z,apple,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
125917174618525680,2011-10-17T12:52:48Z,apple,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
125917170571026430,2011-10-17T12:52:47Z,apple,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
125917164535418880,2011-10-17T12:52:46Z,apple,iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
125917160982855680,2011-10-17T12:52:45Z,apple,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
125915210337890300,2011-10-17T12:45:00Z,apple,"Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple"
125908946702696450,2011-10-17T12:20:06Z,apple,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
125907633466130430,2011-10-17T12:14:53Z,apple,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
