annual_inc,issue_d
55000,2018-03-01
19400,2018-03-01
42000,2018-03-01
170000,2018-03-01
82000,2018-03-01
80000,2018-03-01
75000,2018-03-01
105000,2018-03-01
46000,2018-03-01
99000,2018-03-01
100000,2018-03-01
37000,2018-03-01
56675,2018-03-01
170000,2018-03-01
60000,2018-03-01
50000,2018-03-01
66000,2018-03-01
33000,2018-03-01
72000,2018-03-01
350000,2018-03-01
75000,2018-03-01
65000,2018-03-01
13500,2018-03-01
63945,2018-03-01
20400,2018-03-01
70000,2018-03-01
50000,2018-03-01
36400,2018-03-01
160000,2018-03-01
55000,2018-03-01
33000,2018-03-01
120000,2018-03-01
53000,2018-03-01
40000,2018-03-01
27500,2018-03-01
63000,2018-03-01
50000,2018-03-01
52000,2018-03-01
65000,2018-03-01
75000,2018-03-01
150000,2018-03-01
45000,2018-03-01
42000,2018-03-01
72000,2018-03-01
82000,2018-03-01
62000,2018-03-01
170000,2018-03-01
200000,2018-03-01
21000,2018-03-01
70000,2018-03-01
70000,2018-03-01
81000,2018-03-01
56419.68,2018-03-01
39691,2018-03-01
253370,2018-03-01
136000,2018-03-01
35000,2018-03-01
65000,2018-03-01
37000,2018-03-01
105000,2018-03-01
46000,2018-03-01
74000,2018-03-01
305000,2018-03-01
24000,2018-03-01
75000,2018-03-01
100000,2018-03-01
76000,2018-03-01
97834.8,2018-03-01
120000,2018-03-01
62000,2018-03-01
27300,2018-03-01
104000,2018-03-01
208000,2018-03-01
86000,2018-03-01
56000,2018-03-01
180000,2018-03-01
151000,2018-03-01
28000,2018-03-01
65000,2018-03-01
80000,2018-03-01
125000,2018-03-01
10044,2018-03-01
40000,2018-03-01
72000,2018-03-01
76000,2018-03-01
25000,2018-03-01
45000,2018-03-01
45000,2018-03-01
60000,2018-03-01
70000,2018-03-01
49000,2018-03-01
66000,2018-03-01
15480,2018-03-01
50000,2018-03-01
35000,2018-03-01
63000,2018-03-01
90000,2018-03-01
35000,2018-03-01
545000,2018-03-01
46552,2018-03-01
250000,2018-03-01
125000,2018-03-01
45000,2018-03-01
20280,2018-03-01
58000,2018-03-01
61000,2018-03-01
120000,2018-03-01
68000,2018-03-01
45600,2018-03-01
64747,2018-03-01
70000,2018-03-01
10800,2018-03-01
145000,2018-03-01
105000,2018-03-01
215000,2018-03-01
78000,2018-03-01
43000,2018-03-01
255000,2018-03-01
85000,2018-03-01
45000,2018-03-01
74192,2018-03-01
41000,2018-03-01
62000,2018-03-01
40000,2018-03-01
43000,2018-03-01
25200,2018-03-01
70000,2018-03-01
24000,2018-03-01
75000,2018-03-01
65000,2018-03-01
41000,2018-03-01
93000,2018-03-01
45000,2018-03-01
43000,2018-03-01
45000,2018-03-01
54884.4,2018-03-01
48700,2018-03-01
32000,2018-03-01
154280,2018-03-01
300000,2018-03-01
110000,2018-03-01
45000,2018-03-01
170000,2018-03-01
38000,2018-03-01
90000,2018-03-01
50000,2018-03-01
53000,2018-03-01
185000,2018-03-01
150000,2018-03-01
36598,2018-03-01
30000,2018-03-01
52000,2018-03-01
19740,2018-03-01
70000,2018-03-01
24000,2018-03-01
20000,2018-03-01
51000,2018-03-01
45000,2018-03-01
66000,2018-03-01
15000,2018-03-01
60000,2018-03-01
62000,2018-03-01
60000,2018-03-01
65000,2018-03-01
52000,2018-03-01
44000,2018-03-01
32000,2018-03-01
45000,2018-03-01
67000,2018-03-01
63000,2018-03-01
54000,2018-03-01
60000,2018-03-01
76000,2018-03-01
75000,2018-03-01
40000,2018-03-01
50000,2018-03-01
92000,2018-03-01
55000,2018-03-01
106000,2018-03-01
115000,2018-03-01
100000,2018-03-01
165000,2018-03-01
132000,2018-03-01
150000,2018-03-01
60815,2018-03-01
92000,2018-03-01
377000,2018-03-01
97000,2018-03-01
38000,2018-03-01
130000,2018-03-01
125000,2018-03-01
48000,2018-03-01
60000,2018-03-01
62000,2018-03-01
80000,2018-03-01
100000,2018-03-01
135000,2018-03-01
112000,2018-03-01
160000,2018-03-01
36500,2018-03-01
90000,2018-03-01
87458,2018-03-01
74000,2018-03-01
50000,2018-03-01
45325,2018-03-01
77000,2018-03-01
30996,2018-03-01
35000,2018-03-01
82000,2018-03-01
91000,2018-03-01
16000,2018-03-01
48000,2018-03-01
89287,2018-03-01
42000,2018-03-01
93053,2018-03-01
110000,2018-03-01
36930,2018-03-01
61000,2018-03-01
24000,2018-03-01
95000,2018-03-01
250000,2018-03-01
30000,2018-03-01
100000,2018-03-01
24000,2018-03-01
105000,2018-03-01
48484,2018-03-01
48000,2018-03-01
40000,2018-03-01
55000,2018-03-01
11168.64,2018-03-01
60000,2018-03-01
80000,2018-03-01
31000,2018-03-01
51600,2018-03-01
46010,2018-03-01
240000,2018-03-01
47211.84,2018-03-01
48000,2018-03-01
150000,2018-03-01
46500,2018-03-01
62000,2018-03-01
35000,2018-03-01
143000,2018-03-01
44000,2018-03-01
20000,2018-03-01
120000,2018-03-01
42000,2018-03-01
68000,2018-03-01
30000,2018-03-01
37400,2018-03-01
28000,2018-03-01
50000,2018-03-01
30000,2018-03-01
62400,2018-03-01
90000,2018-03-01
60000,2018-03-01
53200,2018-03-01
23000,2018-03-01
53048,2018-03-01
75000,2018-03-01
76000,2018-03-01
50138,2018-03-01
41600,2018-03-01
12000,2018-03-01
55000,2018-03-01
48600,2018-03-01
57000,2018-03-01
27600,2018-03-01
45500,2018-03-01
50400,2018-03-01
59000,2018-03-01
42000,2018-03-01
81000,2018-03-01
98000,2018-03-01
94000,2018-03-01
110423,2018-03-01
72000,2018-03-01
82000,2018-03-01
66571,2018-03-01
42000,2018-03-01
25000,2018-03-01
21000,2018-03-01
30000,2018-03-01
110000,2018-03-01
66000,2018-03-01
54400,2018-03-01
78000,2018-03-01
36000,2018-03-01
37000,2018-03-01
135000,2018-03-01
45000,2018-03-01
105000,2018-03-01
79000,2018-03-01
64800,2018-03-01
113000,2018-03-01
35000,2018-03-01
40000,2018-03-01
62400,2018-03-01
28600,2018-03-01
151000,2018-03-01
39000,2018-03-01
50000,2018-03-01
57000,2018-03-01
54500,2018-03-01
475000,2018-03-01
91000,2018-03-01
10200,2018-03-01
37000,2018-03-01
50000,2018-03-01
12000,2018-03-01
80000,2018-03-01
113000,2018-03-01
75000,2018-03-01
55000,2018-03-01
28000,2018-03-01
61000,2018-03-01
120000,2018-03-01
50000,2018-03-01
75000,2018-03-01
45900,2018-03-01
50000,2018-03-01
120000,2018-03-01
65000,2018-03-01
230000,2018-03-01
39362,2018-03-01
100000,2018-03-01
57116,2018-03-01
79000,2018-03-01
68302.6,2018-03-01
78000,2018-03-01
150000,2018-03-01
144500,2018-03-01
80000,2018-03-01
80000,2018-03-01
36000,2018-03-01
108000,2018-03-01
40331,2018-03-01
30000,2018-03-01
75000,2018-03-01
40000,2018-03-01
53000,2018-03-01
230600,2018-03-01
85000,2018-03-01
150000,2018-03-01
72000,2018-03-01
47340,2018-03-01
98000,2018-03-01
64176,2018-03-01
83200,2018-03-01
215000,2018-03-01
101000,2018-03-01
42000,2018-03-01
90000,2018-03-01
44000,2018-03-01
150000,2018-03-01
30000,2018-03-01
22002,2018-03-01
84000,2018-03-01
48000,2018-03-01
96000,2018-03-01
85000,2018-03-01
77195,2018-03-01
300000,2018-03-01
70000,2018-03-01
64000,2018-03-01
50000,2018-03-01
52000,2018-03-01
67000,2018-03-01
31000,2018-03-01
65000,2018-03-01
78500,2018-03-01
73000,2018-03-01
14500,2018-03-01
60000,2018-03-01
89500,2018-03-01
400000,2018-03-01
96000,2018-03-01
95200,2018-03-01
38000,2018-03-01
48614,2018-03-01
57700,2018-03-01
55000,2018-03-01
98000,2018-03-01
25000,2018-03-01
130000,2018-03-01
28000,2018-03-01
104000,2018-03-01
139283,2018-03-01
48000,2018-03-01
35000,2018-03-01
182000,2018-03-01
70000,2018-03-01
80000,2018-03-01
90000,2018-03-01
65000,2018-03-01
95000,2018-03-01
72000,2018-03-01
60000,2018-03-01
60000,2018-03-01
36500,2018-03-01
69000,2018-03-01
25000,2018-03-01
18000,2018-03-01
28500,2018-03-01
160000,2018-03-01
42000,2018-03-01
91298,2018-03-01
62000,2018-03-01
74000,2018-03-01
75000,2018-03-01
23000,2018-03-01
70000,2018-03-01
48711,2018-03-01
90000,2018-03-01
77000,2018-03-01
105000,2018-03-01
170000,2018-03-01
52500,2018-03-01
86918,2018-03-01
40000,2018-03-01
43000,2018-03-01
9600,2018-03-01
165000,2018-03-01
100000,2018-03-01
37000,2018-03-01
35000,2018-03-01
20000,2018-03-01
100000,2018-03-01
80000,2018-03-01
60000,2018-03-01
105000,2018-03-01
55000,2018-03-01
40000,2018-03-01
210000,2018-03-01
45000,2018-03-01
165000,2018-03-01
32000,2018-03-01
40000,2018-03-01
45000,2018-03-01
38000,2018-03-01
50000,2018-03-01
96000,2018-03-01
109274,2018-03-01
82000,2018-03-01
150000,2018-03-01
140000,2018-03-01
70000,2018-03-01
85000,2018-03-01
13000,2018-03-01
45000,2018-03-01
120000,2018-03-01
70000,2018-03-01
10000,2018-03-01
95000,2018-03-01
40000,2018-03-01
106000,2018-03-01
50000,2018-03-01
90000,2018-03-01
20000,2018-03-01
100000,2018-03-01
65000,2018-03-01
100000,2018-03-01
55000,2018-03-01
54250,2018-03-01
447500,2018-03-01
110000,2018-03-01
40000,2018-03-01
27000,2018-03-01
76000,2018-03-01
65000,2018-03-01
42000,2018-03-01
70200,2018-03-01
40000,2018-03-01
74000,2018-03-01
140000,2018-03-01
37000,2018-03-01
28000,2018-03-01
60000,2018-03-01
105000,2018-03-01
36000,2018-03-01
35000,2018-03-01
28800,2018-03-01
220000,2018-03-01
75000,2018-03-01
50000,2018-03-01
62000,2018-03-01
80000,2018-03-01
9000,2018-03-01
88000,2018-03-01
76295,2018-03-01
350000,2018-03-01
100000,2018-03-01
65000,2018-03-01
52000,2018-03-01
51000,2018-03-01
88000,2018-03-01
80000,2018-03-01
45000,2018-03-01
89000,2018-03-01
37000,2018-03-01
0,2018-03-01
30000,2018-03-01
267000,2018-03-01
120000,2018-03-01
70000,2018-03-01
22000,2018-03-01
12000,2018-03-01
12672,2018-03-01
75000,2018-03-01
30000,2018-03-01
32000,2018-03-01
36000,2018-03-01
36825,2018-03-01
50000,2018-03-01
15000,2018-03-01
100000,2018-03-01
350000,2018-03-01
30000,2018-03-01
36000,2018-03-01
75000,2018-03-01
45000,2018-03-01
95000,2018-03-01
156000,2018-03-01
90000,2018-03-01
55000,2018-03-01
55000,2018-03-01
70000,2018-03-01
49000,2018-03-01
15000,2018-03-01
38000,2018-03-01
72000,2018-03-01
105000,2018-03-01
77170,2018-03-01
11200,2018-03-01
43000,2018-03-01
70000,2018-03-01
27200,2018-03-01
1100000,2018-03-01
57000,2018-03-01
59000,2018-03-01
42512.04,2018-03-01
45000,2018-03-01
50000,2018-03-01
70000,2018-03-01
68000,2018-03-01
110000,2018-03-01
70000,2018-03-01
66000,2018-03-01
44780,2018-03-01
61000,2018-03-01
38000,2018-03-01
67000,2018-03-01
57500,2018-03-01
55000,2018-03-01
37000,2018-03-01
45000,2018-03-01
44505,2018-03-01
27000,2018-03-01
90000,2018-03-01
130000,2018-03-01
51000,2018-03-01
72000,2018-03-01
15000,2018-03-01
60000,2018-03-01
126200,2018-03-01
288000,2018-03-01
20000,2018-03-01
120000,2018-03-01
79000,2018-03-01
7749,2018-03-01
325000,2018-03-01
55000,2018-03-01
100000,2018-03-01
75000,2018-03-01
47700,2018-03-01
100000,2018-03-01
50000,2018-03-01
99000,2018-03-01
100000,2018-03-01
46713.22,2018-03-01
183500,2018-03-01
260000,2018-03-01
125000,2018-03-01
142000,2018-03-01
96970,2018-03-01
35000,2018-03-01
115000,2018-03-01
33648,2018-03-01
25000,2018-03-01
20002,2018-03-01
63000,2018-03-01
45000,2018-03-01
100000,2018-03-01
74000,2018-03-01
53000,2018-03-01
640,2018-03-01
108660,2018-03-01
96000,2018-03-01
75000,2018-03-01
15100,2018-03-01
25000,2018-03-01
150000,2018-03-01
85000,2018-03-01
59000,2018-03-01
125000,2018-03-01
135000,2018-03-01
250000,2018-03-01
220000,2018-03-01
47000,2018-03-01
115000,2018-03-01
125000,2018-03-01
39000,2018-03-01
97000,2018-03-01
38000,2018-03-01
80000,2018-03-01
85300,2018-03-01
0,2018-03-01
20000,2018-03-01
138000,2018-03-01
90000,2018-03-01
72000,2018-03-01
75000,2018-03-01
72000,2018-03-01
259000,2018-03-01
60000,2018-03-01
40000,2018-03-01
53000,2018-03-01
96000,2018-03-01
60000,2018-03-01
50000,2018-03-01
135500,2018-03-01
15000,2018-03-01
79484,2018-03-01
150000,2018-03-01
113000,2018-03-01
10800,2018-03-01
69885,2018-03-01
14000,2018-03-01
63899,2018-03-01
500000,2018-03-01
40000,2018-03-01
73536,2018-03-01
98565,2018-03-01
37322,2018-03-01
87000,2018-03-01
50156,2018-03-01
240000,2018-03-01
88000,2018-03-01
50000,2018-03-01
1,2018-03-01
55000,2018-03-01
22000,2018-03-01
40000,2018-03-01
300000,2018-03-01
55000,2018-03-01
104500,2018-03-01
30000,2018-03-01
115000,2018-03-01
60000,2018-03-01
86000,2018-03-01
46000,2018-03-01
92000,2018-03-01
150000,2018-03-01
36000,2018-03-01
62800,2018-03-01
135000,2018-03-01
96000,2018-03-01
61000,2018-03-01
85500,2018-03-01
34000,2018-03-01
44720,2018-03-01
20000,2018-03-01
80000,2018-03-01
95000,2018-03-01
82000,2018-03-01
17200,2018-03-01
117000,2018-03-01
57593,2018-03-01
45000,2018-03-01
33000,2018-03-01
85000,2018-03-01
130000,2018-03-01
120000,2018-03-01
35000,2018-03-01
62000,2018-03-01
30000,2018-03-01
40000,2018-03-01
85000,2018-03-01
75000,2018-03-01
46200,2018-03-01
100000,2018-03-01
61656,2018-03-01
56000,2018-03-01
75000,2018-03-01
36000,2018-03-01
87000,2018-03-01
59000,2018-03-01
35000,2018-03-01
70000,2018-03-01
130000,2018-03-01
45000,2018-03-01
400000,2018-03-01
90000,2018-03-01
136000,2018-03-01
44000,2018-03-01
62000,2018-03-01
72000,2018-03-01
42900,2018-03-01
37800,2018-03-01
41000,2018-03-01
92000,2018-03-01
85000,2018-03-01
109250,2018-03-01
110000,2018-03-01
41875,2018-03-01
60000,2018-03-01
65000,2018-03-01
160000,2018-03-01
35000,2018-03-01
60000,2018-03-01
64908,2018-03-01
270000,2018-03-01
113132,2018-03-01
52000,2018-03-01
37100,2018-03-01
36000,2018-03-01
120000,2018-03-01
42000,2018-03-01
95000,2018-03-01
90000,2018-03-01
25816,2018-03-01
70000,2018-03-01
30000,2018-03-01
65000,2018-03-01
115000,2018-03-01
34450,2018-03-01
45000,2018-03-01
52000,2018-03-01
92500,2018-03-01
110000,2018-03-01
18000,2018-03-01
24000,2018-03-01
44000,2018-03-01
54800,2018-03-01
60000,2018-03-01
52000,2018-03-01
50000,2018-03-01
26400,2018-03-01
74558.08,2018-03-01
50000,2018-03-01
0,2018-03-01
102000,2018-03-01
18000,2018-03-01
49400,2018-03-01
22500,2018-03-01
46000,2018-03-01
81922,2018-03-01
32500,2018-03-01
20664,2018-03-01
81600,2018-03-01
123000,2018-03-01
51921,2018-03-01
27276,2018-03-01
100000,2018-03-01
74500,2018-03-01
31000,2018-03-01
36000,2018-03-01
84000,2018-03-01
59850,2018-03-01
21650,2018-03-01
19056,2018-03-01
43158,2018-03-01
38000,2018-03-01
63000,2018-03-01
43284,2018-03-01
35000,2018-03-01
48000,2018-03-01
45000,2018-03-01
70000,2018-03-01
21108,2018-03-01
160000,2018-03-01
82000,2018-03-01
36000,2018-03-01
96266,2018-03-01
31250,2018-03-01
90000,2018-03-01
80000,2018-03-01
39000,2018-03-01
8140,2018-03-01
154000,2018-03-01
300000,2018-03-01
45000,2018-03-01
55600,2018-03-01
49000,2018-03-01
42000,2018-03-01
41600,2018-03-01
45000,2018-03-01
40000,2018-03-01
72300,2018-03-01
40000,2018-03-01
110000,2018-03-01
15048,2018-03-01
33390,2018-03-01
84000,2018-03-01
14100,2018-03-01
9948,2018-03-01
13444,2018-03-01
101760,2018-03-01
43000,2018-03-01
66500,2018-03-01
58734,2018-03-01
78500,2018-03-01
48000,2018-03-01
50000,2018-03-01
53000,2018-03-01
60000,2018-03-01
27000,2018-03-01
26900,2018-03-01
310000,2018-03-01
92000,2018-03-01
80000,2018-03-01
200000,2018-03-01
90000,2018-03-01
70000,2018-03-01
130000,2018-03-01
475000,2018-03-01
100000,2018-03-01
4000,2018-03-01
90000,2018-03-01
85000,2018-03-01
43100,2018-03-01
55000,2018-03-01
39000,2018-03-01
71000,2018-03-01
35000,2018-03-01
40000,2018-03-01
62820,2018-03-01
8400,2018-03-01
42000,2018-03-01
80000,2018-03-01
80000,2018-03-01
41000,2018-03-01
29000,2018-03-01
33602,2018-03-01
110000,2018-03-01
105000,2018-03-01
94344,2018-03-01
36000,2018-03-01
132000,2018-03-01
64000,2018-03-01
90000,2018-03-01
30000,2018-03-01
90000,2018-03-01
29000,2018-03-01
51000,2018-03-01
14500,2018-03-01
52000,2018-03-01
83159,2018-03-01
50000,2018-03-01
130000,2018-03-01
45000,2018-03-01
140000,2018-03-01
53092,2018-03-01
50000,2018-03-01
66000,2018-03-01
84000,2018-03-01
50000,2018-03-01
30000,2018-03-01
22000,2018-03-01
132650,2018-03-01
94930,2018-03-01
60000,2018-03-01
70000,2018-03-01
15000,2018-03-01
40000,2018-03-01
35000,2018-03-01
28000,2018-03-01
120000,2018-03-01
16500,2018-03-01
41000,2018-03-01
55000,2018-03-01
35000,2018-03-01
56000,2018-03-01
150000,2018-03-01
110000,2018-03-01
58240,2018-03-01
240000,2018-03-01
70000,2018-03-01
125000,2018-03-01
55000,2018-03-01
21000,2018-03-01
31100,2018-03-01
49500,2018-03-01
78466,2018-03-01
85000,2018-03-01
55000,2018-03-01
42370,2018-03-01
85000,2018-03-01
90000,2018-03-01
64000,2018-03-01
34000,2018-03-01
55000,2018-03-01
98000,2018-03-01
110000,2018-03-01
196000,2018-03-01
78000,2018-03-01
35000,2018-03-01
64000,2018-03-01
60000,2018-03-01
36000,2018-03-01
70000,2018-03-01
70000,2018-03-01
60000,2018-03-01
63000,2018-03-01
70000,2018-03-01
506183,2018-03-01
23000,2018-03-01
100000,2018-03-01
160000,2018-03-01
19728,2018-03-01
80000,2018-03-01
120000,2018-03-01
52000,2018-03-01
46000,2018-03-01
44000,2018-03-01
80000,2018-03-01
60097,2018-03-01
38609,2018-03-01
50000,2018-03-01
40000,2018-03-01
79237,2018-03-01
100000,2018-03-01
115000,2018-03-01
33000,2018-03-01
69000,2018-03-01
42000,2018-03-01
54000,2018-03-01
30000,2018-03-01
45000,2018-03-01
91000,2018-03-01
63000,2018-03-01
150000,2018-03-01
52500,2018-03-01
45000,2018-03-01
51000,2018-03-01
105000,2018-03-01
100000,2018-03-01
138000,2018-03-01
59991,2018-03-01
38000,2018-03-01
47000,2018-03-01
70000,2018-03-01
109992,2018-03-01
90000,2018-03-01
97000,2018-03-01
125000,2018-03-01
70000,2018-03-01
61500,2018-03-01
90000,2018-03-01
60000,2018-03-01
90000,2018-03-01
60000,2018-03-01
60000,2018-03-01
45000,2018-03-01
60000,2018-03-01
49000,2018-03-01
33000,2018-03-01
69000,2018-03-01
140000,2018-03-01
132000,2018-03-01
53000,2018-03-01
77000,2018-03-01
52000,2018-03-01
100000,2018-03-01
50000,2018-03-01
30000,2018-03-01
93151,2018-03-01
125000,2018-03-01
110000,2018-03-01
84000,2018-03-01
71000,2018-03-01
120000,2018-03-01
95883,2018-03-01
50000,2018-03-01
400000,2018-03-01
95000,2018-03-01
81000,2018-03-01
117000,2018-03-01
36000,2018-03-01
45516,2018-03-01
60000,2018-03-01
72000,2018-03-01
35000,2018-03-01
67000,2018-03-01
17000,2018-03-01
22356,2018-03-01
38000,2018-03-01
45708,2018-03-01
50000,2018-03-01
71500,2018-03-01
140000,2018-03-01
171778.7,2018-03-01
101000,2018-03-01
90000,2018-03-01
52428,2018-03-01
300000,2018-03-01
22210,2018-03-01
40687.68,2018-03-01
64000,2018-03-01
54000,2018-03-01
168968,2018-03-01
43000,2018-03-01
123000,2018-03-01
36000,2018-03-01
42000,2018-03-01
26873.47,2018-03-01
100000,2018-03-01
30000,2018-03-01
47000,2018-03-01
41184,2018-03-01
73554,2018-03-01
19000,2018-03-01
20058,2018-03-01
43000,2018-03-01
41000,2018-03-01
9732,2018-03-01
42000,2018-03-01
44000,2018-03-01
34500,2018-03-01
100000,2018-03-01
39000,2018-03-01
65000,2018-03-01
15000,2018-03-01
276000,2018-03-01
85000,2018-03-01
148054,2018-03-01
38500,2018-03-01
95000,2018-03-01
85000,2018-03-01
90000,2018-03-01
126300,2018-03-01
68000,2018-03-01
110000,2018-03-01
145000,2018-03-01
54180,2018-03-01
26000,2018-03-01
54000,2018-03-01
30500,2018-03-01
65500,2018-03-01
74000,2018-03-01
53148,2018-03-01
110000,2018-03-01
100000,2018-03-01
36720,2018-03-01
94778,2018-03-01
70000,2018-03-01
79000,2018-03-01
100000,2018-03-01
207000,2018-03-01
50000,2018-03-01
50000,2018-03-01
50000,2018-03-01
44000,2018-03-01
71000,2018-03-01
50000,2018-03-01
62000,2018-03-01
140000,2018-03-01
42000,2018-03-01
75000,2018-03-01
60000,2018-03-01
40000,2018-03-01
25000,2018-03-01
86067,2018-03-01
28000,2018-03-01
20000,2018-03-01
140000,2018-03-01
48000,2018-03-01
45156,2018-03-01
54300,2018-03-01
13344,2018-03-01
72000,2018-03-01
20000,2018-03-01
70000,2018-03-01
114000,2018-03-01
10000,2018-03-01
6600,2018-03-01
75000,2018-03-01
68000,2018-03-01
45000,2018-03-01
147400,2018-03-01
55000,2018-03-01
60000,2018-03-01
128000,2018-03-01
42000,2018-03-01
45000,2018-03-01
75000,2018-03-01
56000,2018-03-01
120000,2018-03-01
66200,2018-03-01
54000,2018-03-01
75000,2018-03-01
145000,2018-03-01
120000,2018-03-01
50000,2018-03-01
63000,2018-03-01
59173,2018-03-01
58000,2018-03-01
62400,2018-03-01
40000,2018-03-01
77500,2018-03-01
18000,2018-03-01
82000,2018-03-01
80000,2018-03-01
20000,2018-03-01
125635,2018-03-01
66730.35,2018-03-01
55000,2018-03-01
27996,2018-03-01
97015,2018-03-01
80004,2018-03-01
145000,2018-03-01
60000,2018-03-01
63086.4,2018-03-01
75000,2018-03-01
150000,2018-03-01
64000,2018-03-01
80000,2018-03-01
54000,2018-03-01
60000,2018-03-01
220000,2018-03-01
235000,2018-03-01
80000,2018-03-01
21840,2018-03-01
72800,2018-03-01
75000,2018-03-01
63000,2018-03-01
109000,2018-03-01
36084,2018-03-01
64000,2018-03-01
61000,2018-03-01
19000,2018-03-01
25000,2018-03-01
34000,2018-03-01
45000,2018-03-01
68750,2018-03-01
40000,2018-03-01
110000,2018-03-01
15000,2018-03-01
56000,2018-03-01
49000,2018-03-01
14208,2018-03-01
70000,2018-03-01
52000,2018-03-01
190000,2018-03-01
86000,2018-03-01
160000,2018-03-01
97500,2018-03-01
56392,2018-03-01
39000,2018-03-01
66000,2018-03-01
135000,2018-03-01
75000,2018-03-01
90000,2018-03-01
72000,2018-03-01
34700,2018-03-01
52000,2018-03-01
100000,2018-03-01
86500,2018-03-01
94000,2018-03-01
60000,2018-03-01
46000,2018-03-01
58000,2018-03-01
29000,2018-03-01
60500,2018-03-01
94000,2018-03-01
78000,2018-03-01
63000,2018-03-01
50000,2018-03-01
44000,2018-03-01
39000,2018-03-01
56527,2018-03-01
55000,2018-03-01
142000,2018-03-01
130000,2018-03-01
21360,2018-03-01
50000,2018-03-01
45000,2018-03-01
79000,2018-03-01
40000,2018-03-01
86000,2018-03-01
60000,2018-03-01
100000,2018-03-01
32760,2018-03-01
50000,2018-03-01
55000,2018-03-01
80000,2018-03-01
40000,2018-03-01
50000,2018-03-01
20696,2018-03-01
83642,2018-03-01
44400,2018-03-01
20000,2018-03-01
60000,2018-03-01
50000,2018-03-01
48000,2018-03-01
32000,2018-03-01
31000,2018-03-01
85000,2018-03-01
125000,2018-03-01
73217,2018-03-01
300000,2018-03-01
120000,2018-03-01
28000,2018-03-01
32000,2018-03-01
44000,2018-03-01
36120,2018-03-01
120000,2018-03-01
95000,2018-03-01
200000,2018-03-01
66000,2018-03-01
101110,2018-03-01
72000,2018-03-01
78000,2018-03-01
21000,2018-03-01
67000,2018-03-01
78000,2018-03-01
45000,2018-03-01
106000,2018-03-01
30000,2018-03-01
86000,2018-03-01
67000,2018-03-01
26000,2018-03-01
84000,2018-03-01
56500,2018-03-01
42800,2018-03-01
65000,2018-03-01
154000,2018-03-01
14400,2018-03-01
52000,2018-03-01
67000,2018-03-01
70000,2018-03-01
31000,2018-03-01
65000,2018-03-01
50000,2018-03-01
34272,2018-03-01
50000,2018-03-01
148000,2018-03-01
44000,2018-03-01
13000,2018-03-01
15534,2018-03-01
55000,2018-03-01
40000,2018-03-01
94000,2018-03-01
42900,2018-03-01
62000,2018-03-01
53000,2018-03-01
95739.36,2018-03-01
129000,2018-03-01
65000,2018-03-01
90000,2018-03-01
38000,2018-03-01
250000,2018-03-01
90000,2018-03-01
156000,2018-03-01
80400,2018-03-01
76900,2018-03-01
125000,2018-03-01
75000,2018-03-01
63000,2018-03-01
498000,2018-03-01
80000,2018-03-01
68806,2018-03-01
103600,2018-03-01
80000,2018-03-01
85000,2018-03-01
111000,2018-03-01
11000,2018-03-01
40000,2018-03-01
135000,2018-03-01
40500,2018-03-01
67000,2018-03-01
106000,2018-03-01
15000,2018-03-01
23000,2018-03-01
46000,2018-03-01
27000,2018-03-01
74000,2018-03-01
83000,2018-03-01
26000,2018-03-01
61000,2018-03-01
152000,2018-03-01
21000,2018-03-01
93000,2018-03-01
57000,2018-03-01
11000,2018-03-01
71000,2018-03-01
14856,2018-03-01
97000,2018-03-01
101652,2018-03-01
130000,2018-03-01
40000,2018-03-01
80000,2018-03-01
27000,2018-03-01
98000,2018-03-01
57000,2018-03-01
55000,2018-03-01
52000,2018-03-01
67000,2018-03-01
16000,2018-03-01
45000,2018-03-01
87000,2018-03-01
92000,2018-03-01
74000,2018-03-01
117000,2018-03-01
44000,2018-03-01
250000,2018-03-01
72000,2018-03-01
66000,2018-03-01
53000,2018-03-01
55000,2018-03-01
105000,2018-03-01
204000,2018-03-01
49900,2018-03-01
108000,2018-03-01
64000,2018-03-01
21000,2018-03-01
38000,2018-03-01
45000,2018-03-01
90000,2018-03-01
30000,2018-03-01
83000,2018-03-01
67839.84,2018-03-01
70000,2018-03-01
65000,2018-03-01
18000,2018-03-01
66658.03,2018-03-01
70000,2018-03-01
75000,2018-03-01
35000,2018-03-01
80000,2018-03-01
39000,2018-03-01
200000,2018-03-01
48000,2018-03-01
118000,2018-03-01
53000,2018-03-01
50000,2018-03-01
45000,2018-03-01
71495,2018-03-01
19000,2018-03-01
37000,2018-03-01
79000,2018-03-01
79000,2018-03-01
70000,2018-03-01
40000,2018-03-01
140000,2018-03-01
44000,2018-03-01
50000,2018-03-01
36000,2018-03-01
152000,2018-03-01
52300,2018-03-01
65000,2018-03-01
37000,2018-03-01
38000,2018-03-01
106000,2018-03-01
72000,2018-03-01
50000,2018-03-01
130000,2018-03-01
200000,2018-03-01
114000,2018-03-01
61000,2018-03-01
49000,2018-03-01
44300,2018-03-01
32000,2018-03-01
68400,2018-03-01
55000,2018-03-01
71125,2018-03-01
75000,2018-03-01
170000,2018-03-01
100000,2018-03-01
93000,2018-03-01
96000,2018-03-01
58000,2018-03-01
51000,2018-03-01
60000,2018-03-01
19920,2018-03-01
61000,2018-03-01
103000,2018-03-01
78000,2018-03-01
85000,2018-03-01
18000,2018-03-01
122900,2018-03-01
75750,2018-03-01
51000,2018-03-01
20000,2018-03-01
84279.78,2018-03-01
