doc_id,label,train_id,text
doc03844,book,valid,"Liad Shoham has been hailed as Israel's leading crime writer. In an essay published by the Jewish Telegraphic Agency, he said he based this, his first book to be published in English, on the real-life headlines of a Tel Aviv rape that went unsolved.There's certainly a lot of criminal procedure in this book which begins with aforesaid brutal rape of a young woman who is severely traumatized by the assault. When her father stakes out her apartment hoping the rapist might return to the scene of the crime, he sees someone who looks similar behaving suspiciously. That's enough for Detective Eli Nahum to bring in the suspect, Ziv Nevo, convinced that he's got his man.Nevo, who emerges as the nearest thing the book has to a hero, is involved in criminal activity. His life has gone off the rails and he's gotten mixed up with a mobster. But he's no rapist. Also involved in the plot are a young reporter and various members of the legal profession, both prosecutors and defense lawyers.Shoham is very good at describing the political pressures on the police and prosecutors to bring in a conviction, which leads them to blur the lines of procedure and cut corners. He's much less good when it comes to the world of the reporter.I enjoyed this book - but it has two major weaknesses. The protagonist, Nevo, for much of the volume is a weak, sniveling and rather creepy character, hard to get behind. The other main actor, Eli Nahum, is also flawed but not strongly enough drawn to make a really tragic hero in the mold let's say of Joe Nebo's Harry Hole. And the author doesn't manage to generate a lot of tension.The other problem is the resolution of the plot and unmasking of the rapist - which is not properly prepared and seems utterly unrealistic.I was struck by the fact that the book did not have a strong sense of local color. There is one foray to the West Bank but most of the action took place in Tel Aviv, which did not come across strongly as a backdrop. So what we have here is a highly competent procedural, marked by insight into the political world, but marred by a weak ending."
doc06429,book,valid,"Cute book but a bit repetative in places. The house buying stories were the most amusing just because we've recently gone through that ourselves. My husband also enjoyed the book, so while it's clearly marketed at women, men who enjoy humorous essay style memoirs will also enjoy Under the Duvet."
doc03612,book,valid,"Going from a gamer to a legendary king-in-the-making could have been a lot to handle for Artie Kingfisher. Instead, he traveled with ease back and forth between this world and the Otherworld all while retrieving Excalibur, setting Merlin free, ticking off Lordess Morgaine and inching one step closer to returning to Avalon. Of course, Artie also failed to save his friend Qwon from being captured, kind of lost the blade to Excalibur and isn't exactly sure what to do next. Nobody said becoming King Arthur was going to be a walk in the park.This much is true: Artie and his growing number of knights have less than 10 days to open the King's Gate at Avalon in order to completely reunite the two different worlds. If they fail, Artie will not become king, Lordess Morgraine will gain unspeakable power and Qwon could be lost forever. The only problem is that the only way to get to Avalon is to retrieve the Seven Swords, the seven most magical blades of the Dark Ages. And these swords can only be retrieved by their rightful owners. Oh, and Excalibur is currently in Lordess Morgraine's clutches. Ten days may not be enough time!With no time to waste, Artie, his sister Kay, and the rest of the knights set off to retrieve the swords. Along the way, they'll have to kidnap a future knight, travel to Sweden, France, and Japan and naturally, battle supernatural creatures that want to kill them. There's a reason the Seven Swords have remained hidden for so long, and it's not because no one has ever thought to go looking for them. One thing is for sure, Artie is going to have earn his crown the hard way. The original King Arthur would certainly approve.For her part, Qwon has tried to be a good prisoner. She's been cooped up with a fairy that could overpower anyone with its pungent smell, hasn't had much to eat and also wonders where in the world she is. Qwon has tried to make friends with her captor, Mordred, who happens to be Lordess Morgraine's son. For some reason, Qwon finds something familiar about Mordred, something that just might make the difference between Artie succeeding or failing in his quest to return to Avalon and unite the world and the Otherworld.The legend of King Arthur was far from boring, and author Johnson-Shelton has certainly succeeded in making the second installment in this re-creation action-packed. Since the first book, THE INVISIBLE TOWER, provided all the background information, it's time to focus on the good stuff. The battles are fierce and wild, the creatures mysterious and horrifying and the new schemes menacing and game-changing. Even good old Merlin seems to be hiding some important information, and his allegiance to Artie seems questionable at best. I believe that Artie just might make it to Avalon, but I'm just not sure how he's going to get there or what will happen along the way!Reviewed by Benjamin Boche"
doc02157,book,train,I felt disgusted at Lily the whole time.  If she had been a man and acted the way she did she would have been labled as creepy.  No matter how many times he rejected her and told her NO she kept throwing herself at him and it was akward to read...until he gave in unsuprisingly when she gave herself to him.  It seemed he only married her out of pity and the fact that he thought he was dying and she was ok with that!  Desperate!  Lily was just everything you don't want to be as a woman.  I didn't even like Whitby very much.  I couldn't finish this one.
doc01398,book,train,"As several reviewers have mentioned already, this title is essentially the same book as ""The Countess"".  There is very little new storyline to be had.  Same story line - different point of view, much as Julia Quinn attempted with Lost Duke and Mr. Cavendish.  Instead of combining the stories to make one passably interesting book, they were published as two dreadfully dull books that left a lot of readers feeling cheated.Bizarrely enough, this story could have actually worked if the characters did not come across as incredibly stupid. Sure, readers would have to check reality at the door, but there is the possibility of fun of a farcical nature.  Unfortunately, that possibility is lost when the characters combined IQs prove to be equivalent to a bag of hair.  There may as well be huge blinking neon arrows pointing to the ""clues"" (and the characters don't click) .  The mysterious villain is so obvious, this story begins to feel like a Nancy Drew novel written for pre-teens.  The really tragic part of all this is, while The Heiress is already an anemic copy of The Countess, readers are more than likely going to be treated to a third, even more diluted installment of this story when Lisa and Robert's story is released (with a possible match for the Madison father tossed in for good measure).  I'd say this title is a definite library check out (and even them you might feel like you've been cheated).  I found this type of writing in Quinn's work to be lazy and dull, and she has long since stopped being an author whose work I anticipate or purchase.  I am sorry to say, Lynsay Sands is joining that list, which is too bad.  I used to enjoy her stuff."
doc07633,book,train,"I spent a few weeks in Spain in the mid 90's and enjoyed it immensely. I also enjoyed the ""on the road"" show on PBS as it made me remember parts of my Spanish trip.This book is a very good representation of the show.And while they ate a lot of seafood on the show, and you tend to eat alot of seafood when you're in certain spots in Spain -- there's also a lot of fish in this book. Almost too much.Some of the recipes are interesting, but not much that you could or would want to pull off in your own kitchen.It's a good book about the quartet's Spanish adventure (I'm not sure why Mark and Claudia were not also brought in as co-writers) -- but if you're looking for a Espana cookbook, there are better options."
doc04029,book,train,"I wish author Wolfe had focused more on declassified FBI documents and interviews with surviving FBI officials like G. Gordon Liddy.  Wolfe promoted his book by appearing on Liddy's nationally broadcast radio show in 1998.  Liddy said on-air he recalled hearing talk at his federal agency of employment -- talk of the Kennedys passing Monroe back and forth.  She was alive when Liddy heard that in his office in Washington, DC.  So put a recording of it on You Tube, Mr. Wolfe!  Liddy's name isn't in the book.The federal prison sentence he served for his Watergate misdeeds doesn't disqualify his statements about 1962 any more than Sophia Loren's prison sentence for tax evasion undermines her published recollections of Marilyn looking lonely at a Hollywood party, year unknown.  &#34;I wish I had read poetry to her,&#34; said Ms. Loren (I'm paraphrasing) in the 1970s.  She never mentioned Norman Mailer's hints of a Kennedy connection.  She didn't witness what happened in the Brentwood section of Los Angeles on August 4-5, 1962, and neither did Mr. Liddy.  Let's hear from him for a change.The declassification of Monroe's FBI documents started many years before Wolfe started working on his book.  He should have focused on them, not the evils of the Communist Party.  He never explains what connection there was, if any, between the Kennedys' political damage control and the Communist Party-inspired surveillance of Monroe by Dr. Ralph Greenson, Dr. Hyman Engelberg and Eunice Murray.Maybe there wasn't a connection. Then say there wasn't!  Wolfe's theory is (unless his jumble of doctors, Murray and public relations liars have confused me hopelessly) that Dr. Greenson happened to inject his psychiatric patient with the wrong resuscitation medicine between her ribs without his knowing that approximately two hours earlier LAPD intelligence operative James Hamilton had given her a sedative with instructions from Robert Kennedy who accompanied him to her house.Alright then, please say Dr. Greenson made a medical mistake and was ignorant of the sedative that was already in her bloodstream.  Go ahead and say it.  And please explain what the Communist Party memberships of Dr. Greenson, Dr. Engelberg, Eunice Murray, her husband who died in 1958, Lee Strasberg and Paula Strasberg had to do with the doctor's needle &#34;accidentally&#34; hitting the wrong place in her ribcage.Unless you fill in those blanks, then a writer inspired by the Ladies' Home Journal is going to repeat the same fifty-year-old propaganda: &#34;Marilyn gazed admiringly at every new man who entered the room where she was emoting.  She gazed admiringly because she was hoping her father would do this or that ... Hollywood used her then killed her. ... Every paunchy producer fantasized about her more often than he lit a new cigar. ... Then came the unhappily married White House couple who avoided mentioning 'the other woman.' ... Marilyn stayed up all night wondering where to find her metaphorical father. ... The pills offered a respite from her endless searching ... Focus on the White House prince and princess ...  Forget about men who worked for other federal agencies. They were boring.  Some were known as bores and eggheads.  The Ladies' Home Journal doesn't want them.  Maybe talk about their wives who were soccer moms before the SUV was invented ... They had Country Squire station wagons... June Cleaver was the anti-Marilyn ... Want to live to be 94 years old as did Barbara Billingsley?  Then aspire to be a soccer mom, not a Hollywood starlet searching for a father ...&#34;You don't like that stuff from the Ladies' Home Journal?  Then fill in the blanks in the masculine conspiracy theory.  Author Donald Wolfe must do that.  He has participated in several TV documentaries, doing some of them many years after the 1998 publication of his book in hardback.  He never mentions the FBI documents or G. Gordon Liddy.  Wolfe turned 81 recently.  Liddy is 82.  Get to it.Otherwise, say hello again to the paunchy Hollywood producer (Lester Cowan?) lighting his cigar and glaring at the starlet who can satisfy his needs both professional and personal.  Say hello again to the Hollywood &#34;them,&#34; represented by him.  They killed her.  He wants excitement now that his wife has become a boring soccer mom.  They killed her.  He wants excitement now that his wife has become a boring soccer mom.  They killed her. ...  Are you now or have you ever been a member of the Communist Party?  Pay attention to the Hollywood &#34;them,&#34; not the &#34;Hollywood Ten.&#34;All of this is enough to make you watch hundreds of reruns of Goodson-Todman game shows so you can look for sanity in midtown Manhattan back in the day.  Then those reruns become monotonous and not necessarily 100 percent genuine.  Did John Daly walk out on his wife and kids or was that Garry Moore?  You can see it in his eyes.  Who died from cigarette smoking?  Bloggers love that stuff, but it becomes monotonous and one-dimensional.  Oh well, live in the present. We have surveillance video.  Nobody can destroy cell phone surveillance as somebody did to Marilyn's private conversations."
doc04715,book,train,"When ""Finding Joy"" came out in 1994, I was in a dark place in my life. I was working at bookstore as the buyer for the Psychology/Spirituality section when this lovely little treasure first hit the shelves. This lovely book helped me find my way back to the joy that was buried in me and breathe life back into my soul.Many happy and wise years later, I've given it as gifts and read it when I needed a mental tune-up. I even gave my daughter the middle name of ""Joy"" in recognition of this beautiful energy that is alive again in my heart!Charlotte is a beautiful writer, her books practical, accessible, kind and inspiring. She compassionately acknowledges our human struggles, doesn't paint everything with rainbows. Her other books, ""If the Buddha..."" have also been wonderful treats to read and helped me live a happier life. Professionally, I went on to work in publishing at a spirituality/well-being press so I have seen A LOT from this genre. Charlotte is truly gifted.Can't wait to read ""If the Buddha had Kids"" which is due out in the spring of 2012. Thank you, Charlotte."
doc00408,book,train,"I would pass this book on to my friends who own businesses and are aspiring to succeed.  This book is written honestly, pointing out the parts that were sheer luck as well as what came by hard work and brains.  If you are looking to build a serious team of people who's main goal is to be the best, this is a great read."
doc05284,book,valid,"It's an engaging read, recommended to those interested in Greek or Trojan mythology. That being said, there are countless interpretations of the Iliad, and it may be unfair to expect it to do something that hasn't been done before. It's not a retelling. It rarely strays from the original story, but will be a good introduction to the myth.What I didn't like: Flitting tenses are annoying, but that's just me. Patroclus's narration is often maudlin and he seems infatuated with Achilles and absurdly unaware of his own potential, until the moment it's revealed to us (surprise!) that Patroclus is the best of the Myrmidons. Patroclus's descriptions of Achilles are garish and repetitive, and the love scenes are sometimes laughably awkward. At some of the key moments, the purple prose strives to invoke a reaction and we lose the profound simplicity such scenes demand.What I liked: The Song of Achilles is aptly titled and looks at Achilles in all his glory and terror with an unbiased honesty, that only a lover can show. The story and the point of view turns the hero or the villain, as he's bound to be either extreme in most interpretations of the myth, into a person. The characters of this book are charmingly fleshed out, my favourites are Odysseus, Thetis and Briseis. The floweriness of Patroclus's descriptions doesn't extend to the dialogue, which has a good flow and gives each character his distinct voice.The all encompassing quality of this book makes it special. It strings together countless stories of all the men of Greece and Ilium and all the Olympian gods, capturing the essence of an epic. It's clear that a lot of research went into this book, and that makes the absence of information dumps all the better.From the very first page, beginning with Patroclus's first person narration, I wondered what would happen after he died. It would be weird if the narrative just stopped after Hector killed Patroclus and the book ended with Hector still alive. No book about Achilles would skip his final revenge. And a shift in point of view so close to the end would be too jarring. So what Miller's done is use a risky literary device and let the unburied spirit of Patroclus shadow the rest of the war, invisibly watching Achilles's death and the fall of Troy. It sounds hard to pull off, and seems too contrived at first, but the ghost-narration is wonderfully executed and the book ends on an impossibly happy note."
doc01453,book,train,Perfect size and easy to read. I love the NRSV VERSION and I have read various other translatilons over many years. Glad it was reccomended to me.
doc02598,book,train,"If only 1/10 of ""The Bu$h Agenda"" is true, we all ought to be scared! Antonia Juhasz has written an incredible economic chronology on White House relations with the Mid-East and what we can expect in the future. It prompts an ""I don't believe it"" reaction again and again, page after page. Our involvement in Iraq, she says, is really is about an economics foreign policy that will ultimately result in MEFTA. [Remember ""NAFTA""?] It's not a quick read as it is extraordinarily fact-filled, information-packed, and seems vastly credible in its perspective as to what the administration, big corporations and our military are up to. The book is not at all a politico hack-job on GWB & Co. but does provide clear answers to any questions the reader may have had about: ""Why are we over there?"" Every talk-show host would do well to have this book on his/her desk, carefully read it, and then take it up on the air. Five-star effort by Juhasz!"
doc05502,book,train,"The Italian people have always been of extremely high interest to me. This author vigorously produces a robust, modern historian's style that catapults one right into the intricate environs of WWII Italy. I appreciate historians who capture the edgy flavor of modern circumstances and believe me this person comes up with a sterling performance spinning his tale of contemporary angst."
doc00744,book,train,"Another great romance novel by Stephanie, had everything you want in a romantic novel. Great reading keep on writing more books like that. Just picked up Caption Jack's Women."
doc04818,book,valid,"I have now read everything this author has written, and she never ceases to amaze me with her great writing style & genuine care to provide lay-persons with the info. they seek.  Whether it's about intuition, the soul, psychic development, or ghosts, you can find what you need in Echo's books.This particular book, ""Dear Echo"", contains EVERYTHING you ever wanted to know about ghosts.  Have you ever wondered if a ghost can hurt you, or why there are any ghosts out there to begin with?  You'll find the answer here.  Or, have you ever wondered how you can ""get rid of"" a unwanted otherworldly guest?  Echo provides specific steps to do just that.If you are at all interested in the subject of ghosts, even if you're ""scared to death"" of them (or especially so if that's the case), then this is the book for you.  It's easy to read & filled to the brim with great information - you can't go wrong with this one!"
doc07086,book,valid,"this has some beautiful art in it. it also has some ugly art.... if thats what you can call it. but it does show you each artist's technic if not how they did each peice. so if you like anima and photoshop look into it. oh, thats what you are doing? well i gave it 4 stars didnt i. maybe three.... but i have had a good day."
doc01969,book,valid,"This book might best be described as a travel guide through the landscape of Celtic imagination.  Celtic spirituality has remained very close to nature and resonates with an understanding that the present life and the eternal are tightly interwoven.  Patience, reverence, and tenderness toward all, beginning with oneself, are primary themes.Anam Cara means `soul friend,' and indeed this book reads like an unhurried conversation with a friend.  The writing is neither scholarly nor highly polished; rather, the simple but profound wisdom of the Celtic spiritual tradition is presented in a winsome way that both comforts and delights the soul."
doc04905,book,train,"The book looks like new in good condition, and  no missing pages.  My son use this book when he has test."
doc00556,book,train,Looking for a guide to make your own soul journey and retreat into nature. Emilie offers a guide to create your own spiritual journey facilitated by retreating from everyday life. Nature or the wilderness is the best place to find that connection to spirit that sometimes gets lost in the busy pace of life. Let this guide be your companion to create your retreat into the wilderness to experience the Divine.
doc03382,book,valid,"Welcome to the glory of Charleston South Carolina, were houses are big, gossip is bigger and intrigue and mystery run rampant. At least for Abigail Timberlake Washburn it does. The petite owner of an atiques shop in the heart of Charleston, just bought the Taj Mahal for ten thousand dollars. And it's occupant, a mynah names Monet. Much to her dismay her customers love the quirky bird so Abigail figures she's stuck with him, until her bird seems to fly the coop.And then... mama Mozella disapears. And a note turns up demanding a real Monet in exchange for the talking one and Abigail's equally petite mother. Now Abigail and her trio of slueths have to solve this mystery before the feathers, and Mozella, start to fly.***** I laughed all the way through this book. I couldn't put it down. If you need a grab you and suspense you book, (as well as a good laugh), I would definately recommend this book.*****Reviewed by K. Blair."
doc03381,book,valid,I have a large collection of Miss Silver mysteries but did not have this one.  It was great as usual!!
doc03275,book,train,"I'll readily admit that I did not and do not agree with Mr. Lott on most issues. However, I am also aware that sound-bites can (and do) prevent the real person from coming through sometimes. After reading this book, I am convinced that Trent Lott is in fact a man who holds vendettas against the people he disagrees with.In addition to liberal Democrats like me, Mr. Lott is also comfortable attacking the most conservative members of his own Republican party. Unless things are being done according to his specifications, Lott is going to get mad at them. No longer having to count on them for 'favors' he is now free to let the fur fly in this scathing memoir.For all of his years on the ""Hill"" Lott refused to believe that a Republican White House would not necessarily agree with him and the Senate on all of the issues either. They have their own political hides to worry about and providing coattails is an 'extra' service, when times get tough they are the first thing pulled up.  Lott forgot to check the White House Senate relations when the Republicans had briefly held the Senate during the Reagan administration. A little thought goes a long way in the political arena.Because the GOP was trying to increase the number of African American voters, other Republican Senators and the president promptly declined to support Lott---instead pressing for his resignation. Lott could not bring himself to concede how his own actions threatened to undercut the `compassionate conservatism' message which was carefully crafted by GOP spin doctors.Lott is upset that he is no longer the Senate majority leader and it went to somebody other than himself. I don't think his outrage is directed against the current leader Bill Frist (TN) as a person, it's just that 'Trent Lott is not calling the shots anymore' and he's still harboring hurt feelings over that loss of power.Anybody could have assumed the Majority Leader position following his resignation and Lott would have found something intrinsically wrong with them---just because they weren't him!Separating this book from good political memoirs (such as those by Bush Sr.) Lott fails to assume total responsibility for his own leadership loss, and does not provide a book reflecting the real breadth of his career in federal politics. Considering how long he served I honestly believe that many more things were left out of the manuscript for this book. It does not read like the work of a person who was an epicenter for the Republican Party."
doc04345,book,valid,"This is war as seen from the Allies side, with hardly any references or researches on the Central Powers. Hardly impartial historical writing. And boring too."
doc04627,book,train,My kids read Amelia Bedelia books when they were young and now the grandkids can enjoy them.  Great illustrations and story; attention holding.
doc06137,book,valid,"I'm coming at this review knowing that I'm not really wearing the same rose-colored glasses as some other reviewers.  I am (obviously) not in the right demographic to truly appreciate this book, but neither was my daughter.  She is four and this was just too far above her head (school references don't register with her) and I found myself reading the book to myself, considering that my daughter's eyes would glaze over after a few pages as her attention fled from the book and fell upon some random toy that provided more immediate enjoyment.  I tried spreading it out, but the story didn't capture her and I found myself reading more age appropriate books to her.But, since I have this thing about reviewing a product that I myself have not finished, I read the rest of the book to myself.As a whole, the book is cute, but I agree with those who argue that this isn't really anything special.  The story is decent, but nothing more than that.  The character of Cinderella (nickname) is spunky and memorable and I'd love to see her character explored deeper in a more eventful prose, but there was something limited about this book.It felt bland in a way.Cinderella Smith is a character that needs her own cartoon though, because she has the potential to flood our television sets with adventures that I'm sure my daughter would love to see.  On the printed page though, this falls a little flat.  The lifeless illustrations don't help either.  They feel cheap and take away from the spunk that the character is attempting to portray.  It appears to be rather unpopular to go against the grain here and voice anything but praise, but I can't wholeheartedly praise this book.  It has its moments, but at the end of the day it is rather forgettable."
doc06840,book,train,"This is the first book I have ever read by Ralph Nader.  I never expected to buy and read this book, but I heard a very short interview with Nader on TV in which he mentioned something about his book that caught my attention.  On a whim I bought it and I was quite impressed by the simple intelligence that went into writing it.  Nader's writing is smart without being in any way pretentious.We all know (or think we know) who Ralph Nader is, and might be inclined to expect a ""cause"" book from him.  But there is much at work here.  This is a smart autobiography written by a private man who is looking back on his childhood.  But rather than construct a temporal narrative (""I was born in ...""), Nader tries to recall 17 memorable traditions, values, or ethical practices that were a part of his childhood (family meals, learning to listen, education, discipline, etc) and describes how he learned each one and how it contributed to his moral formation.While this is not a political book, Nader has a strongly hinted view about where we have come from, who we are, and where we appear to be headed.  Nader observes, with a lifetime of experience and insight, that, in the moral, inner life of American society, we have not only not succeeded entirely in defeating the evils of Nader's childhood, but we are also in danger of abandoning or losing so much of what was good.  This short reflection on a life lived is a significant contribution in the conversation that leads to stopping and reversing that trend.  Anyone who is concerned about our moral substance as citizens in communities and as a society would enjoy this book."
doc07990,book,valid,"I  have  read mostly historical books about the Civil War.  This novel had  the unique approach of beginning each chapter with historical excerpts.  The novel put a very personal view on collateral damages of was especially to women &  families.  Very well written.  Also, very sad."
doc06851,book,valid,"The Way to a Duke's Heart is the final book in the The Truth About the Duke trilogy and a fun, charming story. Scandal, mystery, romance and blackmail make up this tale, and I enjoyed every minute of it! This is my first taste of Caroline Linden's writing and a truly pleasant experience. The characters, their lives and circumstances, kept me invested and wanting to know more about them, especially the scandal surrounding Charles' rightful - or not - claim to the Dukedom.And speaking of Charles, I found him to be clever, insightful, immensely charming, and most definitely sexy, too! But aside from all this, I think what I loved most about him were his insecurities and uncertainties because they made him an imperfect hero, one I wanted to bring home and love until he could see in himself the man that I saw in him! Charismatic, flawed, honorable and sexy... Charles is the kind of hero I love in my historical romance reads.Tessa is a truly great heroine, one I felt connected to early on. Unconventional, independent, compassionate and loving, she might have been stubborn but she was never annoying - okay, maybe occasionally annoying, but nothing I couldn't cope with! She felt deep love for her family, and shame for what she had put them through, and so she spent her life trying to prove herself and win back their respect. I loved this about her! She didn't whimper and whine about the things that had happened. There was no ""Woe is me!"" simpering. She knew what had to be done and then set about putting everything to rights, thus restoring her family's faith in her! Though I have to say, I'm not entirely sure she had ever truly lost it.In addition to the wonderful leading couple, there was an awesome supporting cast, but my favorite was Tessa's clever, elderly companion, Eugenie, who stole the show a time or two.Before closing, I want to reiterate - Although this is the third book of the trilogy, it really does work well as a standalone. Ms. Linden did a fabulous job giving us the back-story without it feeling forced or dictated. That said, I will most definitely be reading the prequel, I Love the Earl and the first two full length novels, One Night in London and Blame it on Bath, and look forward to reading more by this very talented author!The bottom line: While there were areas the story lagged a bit, The Way to a Duke's Heart is a brilliant work of twists and turns that never felt contrived or predictable. I'm very impressed that, although I hadn't read the first two books, I never felt lost or as if I had missed something. The relationship and the romance built at a comfortable pace and I found myself cheering for Charles' and Tessa's happily ever after and when they reached it, knowing it was a love meant to be."
doc07880,book,valid,"As much as I enjoyed the The Mysterious Howling (the first book of The Incorrigible Children of Ashton Place series), the The Hidden Gallery is even better. Wood made this second book in the series of three more enticing, mysterious, and fun.The Hidden Gallery picks up where The Mysterious Howling left off. For readers who might not have read the first book (I recommend that you do), Wood quickly brings them up to date with what has transpired and fills in details throughout the story without slowing down the pace. Her writing is delightful. She stops periodically to explain terminology, colloquialisms, and share wisdom with the reader--a wonderful idea, since it adds to the richness of the story itself and the experience of being mesmerized and drawn in deeper to the story. It is as though Wood is telling the story directly to the reader and then stopping to make sure they are still following her. Not breaking her stride, she jumps back into her magnificent storytelling.Wood adds more dimension to her story lines with a change of scenery (London) and the introduction of new, interesting, and flawed characters. She builds more mystery through clues and starts to flesh out her primary characters--Alexander, Beowulf, Cassiopeia (the Incorrigibles) and Miss Penelope Lumley (the Incorrigibles' governess). Things are not what they seem and the reader will have to wait until Wood's third book to get all of the answers. There's more to come from the gypsy fortune-teller, Judge Quinzy, Lord Frederick, Miss Charlotte Mortimer (the former headmistress of The Swanburne Academy for Poor Bright Females, from which Miss Penelope Lumley came), and the apparently unhelpful Hixby's Lavishly Illustrated Guide to London: Compleat with Historical Reference, Architectural Significance, and Literary Illusions.by Judy Millerfor Story Circle Book Reviewsreviewing books by, for, and about women"
doc08385,book,train,"Well blended characters, a story that keeps the reader drawn in with lots of twists and turns but a happy ending.."
doc00587,book,train,"I love the brutal honest, amazing humor, and deep thoughts that wind their way through. Raising kids is not for wimps.  Raising kids without selling out to the man and yet raising well-balanced, solid kids is tough. Nicely written."
doc00568,book,train,It is my first Agatha Christie book and I found it to be a great read.  I will look into more A.C books.
doc04795,book,train,A Golden Web is a historical fiction novel based on the life of Alessandra Giliani who is thought to have been one of the first women to study medicine.  Details of her actual life are are sketchy but the author did a nice job writing a story based on the information that exists.I skimmed a little of the beginning but by the middle of the book I was interested in the story.  Things came together a little to nicely for this to be a completely believable account but I still enjoyed the story.  I loved the historical aspect of this book relating to the practice of medicine.Alessandra didn&#8217;t give up on her dreams and her thirst for knowledge is something I could relate to.Rating: 3.5 StarsSource: From Author as part of blog tourContent: A few crude comments and a little language
doc08746,book,valid,"Helpful and insightful daily tidbits for meditation, especially if you are dealing with a difficult issue and need some help getting out of your head and seeing it in a different way."
doc08293,book,train,"It hasn't been very long since I've become aware of Allingham and Marsh's contributions to the mystery writing era in which Christie and Sayers dominated. After slogging through the first several Allingham entries, decided to switch off for a while and tackle some more later. For me, her stories have been so encumbered with difficult and now obscure British dialect as to wear one out trying to mine the story.  This first Marsh entry was thus quite refreshing with its entirely more readable aspect and simplicity of language. While it is somewhat redundant in its oft-repeated English country house weekend format, it is an encouraging start to the writer's series.  I sincerely look forward to succeeding editions."
doc03797,book,valid,My 8 year-old granddaughter says Fairy Bell Sisters was a good as Pinkalicious and she loves Pinkalicious.  She wants me to get more of these for her.
doc08218,book,train,"We have always been big fans of Berenstain Bears books and have more than 15 of them already. I purchased this one in preparation for a skiing trip and thought it would be fun for our five-year old (Berenstain Bears loving) son. Well, this book is NOTHING like any other Berenstain Bears books I have ever read or purchased: it has no moral, no real story, and no personality of any kind. It reads like a very boring shopping list. Insult to injury is that is cost nearly twice what Berenstain Bears books normally cost, which I suppose it because it is a (very dull) ""lift the flap"" book. I will be much more careful about future Berenstain Bears books purchases after stumbled upon this pricey and completely disappointing dud."
doc03268,book,train,"This is my first book by this author, so I purchased the book based on positive reviews.  Overall, I liked the book.  Ms. Long writes well and has a unique style of writing -- different, but refreshing and seems to fit the period somehow.  Anyway, I read this book right after I had finished a second reading of Julie Garwood's ""Ransom"", which is a tough act to follow.  In fairness, I try not to compare.The story had a slow start, but seemed to pick up (past midway point)after Duke Alex Moncrieffe and Genevieve had their first intimate encounter.  Through richer dialogue I was better able to understand who they really were and thus to care about them...to feel.  Admittedly, I understood and cared more for the hero and in some ways believed he deserved a better heroine.  Or at least wished to learn more about her, so I could sense the chemistry a bit more.  Too much was made of his age, so the contrast between age differences was foremost on my mind and played a role in my truly viewing them as a viable couple.  And Genevieve went from being certain of her love for Harry to her love for Alex in short a time span.  I wished the author had developed this part a bit more, so the reader could see the transformation.Nevertheless, it was an enjoyable read.  And I would recommend it, despite the flaws I noted.  (P.S. I also agree that the Kindle price is a bit high/overpriced!)"
doc06074,book,valid,"This is a story in the Watch saga. As always, Terry Pratchett is absolutely amazing. I love all of his work and have read every Discworld novel!"
doc05714,book,valid,"About the Book: Miranda has spent the past five years living in the shadow her sister, who died and left Miranda as part of a family that is falling apart. Her mother has always told her not to end up like her sister, but when two pink lines appear on a pregnancy test, Miranda's perfect daughter act is up. Her boyfriend has left her for her best friend, who might not really be a friend at all, she ditched her former best friend and now she won't talk to her, and all Miranda wants is her sister to help her through it all. Miranda searches for more about her sister's past and in the process finds out secrets about her sister-and discovers some she was hiding from herself.GreenBeanTeenQueen Says: I wasn't sure what to think of Tell Me a Secret. It combines two big topics familiar to ""issue novels""-dead sibling lit and teen pregnancy lit-and how exactly were these two going to work together? At first I wasn't sure where the book was taking me-the first couple of chapters left me feeling lost and I was sure if it was past or present, but I soon got the feel of the book which alternates between flashbacks and present day to tell the whole story.My heart broke for Miranda. She's so lost and lonely and some of the choices she makes-namely her friendships-are so horrible to read about. You know she's traveling down a bad path, but she doesn't and it's hard to read about it. You want to reach in and warn her and hug her and help her see the truth. And her mother is one of the worst mother's I have read about-she's awful which made scenes with her hard to get through. It did give the book an interesting twist, with the father as the submissive one and the mother the stronger parent who is feared.There were moments of this book that were so emotionally heartbreaking that I had to pull myself away for a moment. I had to take a few days after I read it to full digest the whole book too. It's an emotional read but also not so emotional that it's hard to read. There's hope and that's what I love about YA-even when life is at it's bleakest, there's hope and that shows through in YA novels more than any adult book I've read.I thought the story was going to be predictable and I thought I knew where things were going. And while I had some things figured out, other's I didn't, so I was glad that the author could keep me guessing. I did feel like I would have liked to know more about Xanda, Miranda's sister, but I guess we got what we needed to know about her and this to be Miranda's story. I also had a hard time forgiving some of the characters, but was glad to see that things were trying to work out. I did like that the ending is not a nice tidy little bow-this is realistic fiction and there are consequences to Miranda's choices. It does end happier than it could have, but I didn't think it felt like an out of place fairy tale ending.I plan to give Tell Me A Secret to my teens who ask for realistic fiction-I think the story will be something they'll be excited about. I would love to pair it with The Sky Is Everywhere for a book discussion or lit circle. It'd be interesting to look at how the two main characters handle grief."
doc04642,book,valid,"Well researched and well written, this is a fascinating story. I will read it again. I recommend this to anyone and everyone."
